Part_id	Sc_id	answer	enddistance	maxdistance	meandistance	mindistance	startdistance	stddevdistance
1	seg9	1	553.5	560.3	551.6020408	543.5	553.1	4.408117813
1	seg8	1	556.3	562.4	556.1792683	551.25	555.25	2.469515584
1	seg5	1	552.85	564.7	555.4254808	549.55	558.9	3.081285471
1	seg7	0	556.3	562.4	556.1792683	551.25	555.25	2.469515584
1	seg6	1	554.95	563.4	553.1235119	547.05	548.85	4.089906327
1	seg10	1	547.25	569.6	552.7834034	534.1	537.8	6.797727637
1	seg3	1	553.5	566.7	553.8826347	547.35	552.3	3.708886788
1	seg2	1	556.9	573.3	559.8438645	542.75	545.85	5.188622335
1	seg15	1	561.3	568.1	560.3806785	550.45	558.4	3.479541196
1	seg13	1	552.05	560.1	553.0066427	547.45	550.3	2.722035851
1	seg14	1	558.95	568.1	561.2793333	555.5	558.95	2.92295257
1	seg17	1	539.5	547.9	543.1559754	537.55	538.05	1.762140825
2	seg9	1	544.55	561.8	551.9996047	539.6	560.5	6.005876739
2	seg8	1	559.85	571.7	560.5346304	544.75	561.6	3.158617175
2	seg5	1	547	562	554.7622581	546.4	555.9	2.529408529
2	seg7	1	559.85	571.7	560.5346304	544.75	561.6	3.158617175
2	seg6	1	561.3	614.45	572.407565	525.5	525.5	18.31961732
2	seg10	1	553.7	566.7	555.4927027	538.65	549.3	5.80146751
2	seg3	1	555.65	575.3	560.3078125	551.85	575.3	4.861470099
2	seg2	0	569.7	576.3	570.1588793	562.85	571.3	2.38666299
2	seg15	1	544.35	558.85	541.0529825	532.75	551.2	5.600469977
2	seg13	1	551	587.4	556.5877698	548.75	587.4	4.982514528
2	seg14	1	539.25	561.25	548.9123288	538.3	560.2	6.725854802
2	seg17	1	547.2	608.3	568.4037807	535.4	598.4	21.60327151
3	seg9	1	543.6	548.65	538.6013725	530.45	540.6	3.517751514
3	seg8	1	540.45	554.3	534.3747788	512.3	527.6	11.77991534
3	seg7	0	540.45	554.3	534.3747788	512.3	527.6	11.77991534
3	seg6	1	545	558.7	544.0968868	518.3	518.3	7.186750354
3	seg3	1	509.1	527	516.1396667	481.7	481.7	5.94062398
3	seg2	1	523.45	527	516.5236111	481.7	481.7	7.873187251
