Part_id	Sc_id	answer	enddistance	maxdistance	meandistance	mindistance	startdistance	stddevdistance
1	seg9	1	553.5	562.4	553.2281972	543.5	550.85	3.83269902
1	seg8	1	556.3	563.4	553.6651739	546.6	558.8	3.735529252
1	seg5	1	552.85	565.2	556.4089947	548.4	560.4	3.205201102
1	seg7	0	556.3	563.4	553.6651739	546.6	558.8	3.735529252
1	seg6	1	554.95	563.4	553.0922749	546.4	557.5	3.660006797
1	seg10	1	547.25	569.6	552.1532184	534.1	556.4	5.933175395
1	seg3	1	553.5	574.75	559.5442149	547.35	560.25	6.128663893
1	seg2	1	556.9	573.3	558.0243357	542.75	554.4	6.192591417
1	seg15	1	561.3	568.1	559.2354904	550.45	561	2.824023834
1	seg13	1	552.05	572	552.9629796	546.7	550.65	3.395241723
1	seg14	1	558.95	568.1	559.6785189	551.3	553.5	2.994865605
1	seg17	1	539.5	563.1	548.6677517	536.95	563.1	7.200368321
2	seg9	1	544.55	606.35	562.2665803	539.6	606.35	11.9504176
2	seg8	1	559.85	614.45	566.1156425	525.5	538.3	17.22108237
2	seg5	1	547	683.7	595.2206809	546.4	619	38.99852413
2	seg7	1	559.85	614.45	566.1156425	525.5	538.3	17.22108237
2	seg6	1	561.3	614.45	564.8705521	525.5	553.5	18.71176612
2	seg10	1	553.7	566.7	552.3278085	538.65	564.9	6.453253004
2	seg3	1	555.65	578.8	567.3400415	551.85	571.8	5.082608283
2	seg2	0	569.7	584.9	570.4092901	549.15	558.6	4.669766658
2	seg15	1	544.35	567.05	546.6217085	532.75	548.35	7.802961725
2	seg13	1	551	627.25	563.1823467	548.75	581.2	19.48200278
2	seg14	1	539.25	567.05	550.1275078	538.3	551.55	5.638239833
2	seg17	1	547.2	608.3	561.3185185	530.35	548.8	24.17995205
3	seg9	1	543.6	554.3	536.5785207	512.3	528.75	7.229087559
3	seg8	1	540.45	554.4	537.666821	512.3	550.7	9.756132035
3	seg5	1	534.2	549.1	527.9762857	486.15	530.9	8.277310799
3	seg7	0	540.45	554.4	537.666821	512.3	550.7	9.756132035
3	seg6	1	545	558.7	539.6834112	486.15	486.15	11.99400857
3	seg10	1	548.7	557	541.3977778	530.45	549.6	5.111225683
3	seg3	1	509.1	527	516.0130699	481.7	495.1	5.911306807
3	seg2	0	523.45	527.9	516.3017986	481.7	527.9	7.52679371
3	seg15	1	520.2	551.4	517.3906818	488.8	535.25	12.20607664
3	seg13	1	513.9	568.5	531.0398256	495.7	524.8	16.27523676
3	seg14	1	511	551.4	521.4310019	488.8	504.2	11.66296071
3	seg17	0	514.9	536.5	517.0691447	492.6	492.6	7.105846091
4	seg9	0	590.6	639.9	610.639445	587.6	609.15	7.70622097
4	seg8	1	616.5	639.9	610.582231	593.25	598.3	6.401345805
4	seg5	0	595.15	620.9	603.7560936	592.15	602.4	5.035257877
4	seg7	0	616.5	639.9	610.582231	593.25	598.3	6.401345805
4	seg6	0	614.75	624.8	607.0300327	592.05	620.9	5.484028467
4	seg10	0	598.95	623.8	601.8547222	576.8	613.6	7.729209613
4	seg3	1	586.15	632.65	599.602988	577.8	606	12.06580664
4	seg2	0	612.15	615.65	600.4001084	586.1	596.5	6.102685271
4	seg15	0	615.05	635.8	618.1533215	600.05	624.2	6.248592753
4	seg13	1	619.2	621.8	612.8168261	593	610.05	5.017610581
4	seg14	0	615.25	635.8	618.4512467	600.05	619.35	6.282606089
4	seg17	0	566.1	600.2	563.9535901	463.8	589.9	27.76286571
5	seg9	1	551	551.4	524.1426419	458.05	529.25	9.385130769
