Part_id	Sc_id	answer	enddistance	maxdistance	meandistance	mindistance	startdistance	stddevdistance
1	seg9	1	553.5	562.4	554.4671756	543.5	555.25	3.995835385
1	seg8	1	556.3	563.4	554.1258	547.05	548.85	3.910140231
1	seg5	1	552.85	565.2	556.2123932	548.4	556	3.447424902
1	seg7	0	556.3	563.4	554.1258	547.05	548.85	3.910140231
1	seg6	1	554.95	563.4	552.8405207	546.4	555.9	3.668544513
1	seg10	1	547.25	569.6	552.0607323	534.1	548.3	6.123884944
1	seg3	1	553.5	571.1	557.4439597	547.35	570.9	4.935783519
1	seg2	1	556.9	573.3	559.2049273	542.75	549.7	5.437913392
1	seg15	1	561.3	568.1	559.6789539	550.45	558.1	2.828095224
1	seg13	1	552.05	572	553.3114017	547.45	551.2	3.709817275
1	seg14	1	558.95	568.1	559.9812162	551.3	559.2	2.685506861
1	seg17	1	539.5	562.85	546.487172	536.95	554.15	6.581121721
2	seg9	1	544.55	571.7	556.3005882	539.6	561.6	6.41266472
2	seg8	1	559.85	614.45	567.9202941	525.5	525.5	15.66949773
2	seg5	1	547	683.7	585.5118248	546.4	626.75	43.26549294
2	seg7	1	559.85	614.45	567.9202941	525.5	525.5	15.66949773
2	seg6	1	561.3	614.45	568.9922581	525.5	557.7	20.72532455
2	seg10	1	553.7	566.7	551.3974654	538.65	554.7	6.722544404
2	seg3	1	555.65	575.3	566.5675373	551.85	572.2	4.980652618
2	seg2	0	569.7	584.9	571.1322779	557.2	558.1	3.915883553
2	seg15	1	544.35	567.05	546.5930524	532.75	544.6	9.283238604
2	seg13	1	551	587.6	556.6619617	548.75	587.6	5.202573886
2	seg14	1	539.25	567.05	550.1111809	538.3	550.9	6.964282345
2	seg17	1	547.2	608.3	561.3427734	530.35	544.8	24.19733494
3	seg9	1	543.6	554.3	537.3035326	512.3	527.6	7.406439174
3	seg8	1	540.45	554.3	532.8263708	512.3	521.9	9.50351735
3	seg5	1	534.2	549.1	527.9762857	486.15	530.9	8.277310799
3	seg7	0	540.45	554.3	532.8263708	512.3	521.9	9.50351735
3	seg6	1	545	558.7	539.6834112	486.15	486.15	11.99400857
3	seg10	1	548.7	557	541.5892916	530.45	541.75	5.583760694
3	seg3	1	509.1	527	516.1396667	481.7	481.7	5.94062398
3	seg2	0	523.45	527	516.1383212	481.7	495.1	7.457369684
3	seg15	1	520.2	535.8	513.4190828	488.8	522.2	8.410354544
3	seg13	1	513.9	568.5	531.2263636	495.7	496	16.58995763
3	seg14	1	511	541.1	514.4433993	488.8	540	9.14472703
3	seg17	0	514.9	531.05	516.7501923	493.1	513.65	5.912334838
4	seg9	0	590.6	639.9	609.8772657	587.6	615.45	8.75005042
4	seg8	1	616.5	639.9	612.6997002	603.1	611.7	5.604194475
4	seg5	0	595.15	620.9	604.5915962	592.15	602.3	5.39006834
4	seg7	0	616.5	639.9	612.6997002	603.1	611.7	5.604194475
4	seg6	0	614.75	624.8	606.6282814	592.05	607.3	5.688735052
4	seg10	0	598.95	623.8	599.8692362	576.8	601.8	7.24264337
4	seg3	1	586.15	632.65	598.0852703	577.8	590.65	13.57723008
4	seg2	0	612.15	615.65	602.4476889	586.15	586.15	4.735084184
4	seg15	0	615.05	635.8	616.8001192	600.05	625.4	6.493312145
4	seg13	1	619.2	621.8	613.3829229	593	619.7	5.279985579
4	seg14	0	615.25	635.8	618.2658273	600.05	620.35	6.936461425
4	seg17	0	566.1	596.5	558.5735267	463.8	583.8	27.65537967
5	seg9	1	551	551.4	525.3861687	458.05	519.65	9.627833014
5	seg8	1	525.65	540.4	520.4253211	458.05	528	8.835620023
5	seg5	1	515.65	528.7	513.5520173	464.6	527.65	10.39748241
5	seg7	1	525.65	540.4	520.4253211	458.05	528	8.835620023
5	seg6	1	529.65	536.4	524.8298056	464.6	465	7.22511441
5	seg10	0	530.1	551.4	529.8564873	518.2	535.3	7.084073832
5	seg3	1	508.05	521.1	507.3199158	486.1	492.85	6.653400969
5	seg2	1	489.45	506	484.8933491	462.9	478.35	12.14884613
5	seg15	1	557	576.5	539.3357411	465.65	518.7	22.66490827
5	seg13	1	519.5	532.35	512.9497545	478.7	514.3	13.10689954
5	seg14	1	545.6	576.5	536.9929234	465.65	518.1	24.72205074
5	seg12	1	529.7	548.5	530.051417	517.95	548.5	5.569658178
5	seg17	1	510.3	511.2	481.0704545	421.75	471.5	29.87513641
6	seg9	1	507.3	519.55	510.690078	498.5	498.55	3.380465142
6	seg8	1	513.7	519.55	504.134913	490.5	492.25	7.471663076
6	seg5	1	536.5	546.2	538.35	530.15	535.35	2.859073506
6	seg7	1	513.7	519.55	504.134913	490.5	492.25	7.471663076
6	seg6	1	498.75	539.75	516.0137391	490.5	539.75	19.22839678
6	seg1	1	635	641.2	634.0801553	628.15	633.5	2.986712597
6	seg10	0	502.7	518.55	506.5923605	494.2	509.75	4.643927973
6	seg3	1	628.05	632.85	626.9106599	618.5	631.3	2.744435628
6	seg2	0	627.65	637.65	629.2906701	623.4	637.45	3.535387124
6	seg15	1	537.75	544	530.0814864	521.35	531.6	4.348696865
6	seg13	1	644.5	656.4	645.087846	636.8	647.15	3.041498226
6	seg14	1	524.6	544	530.4097295	521.35	537.6	4.149116707
6	seg12	1	505.8	513.6	505.7675926	494.2	510.65	4.215838703
6	seg17	1	662.6	670.25	663.7327055	659	667.3	1.930896061
7	seg16	0	496.2	595.4	498.0431053	457.6	474.4	44.40831975
7	seg9	1	457.7	479.9	457.5896364	442	479.9	3.667734122
7	seg8	1	453.4	479.9	460.5765125	450.05	459.9	4.922027495
7	seg5	1	444.7	465.1	442.3294554	432.8	438.5	5.695851349
7	seg4	1	474.45	504.9	486.4855984	470.2	499.6	9.757075293
7	seg7	0	453.4	479.9	460.5765125	450.05	459.9	4.922027495
7	seg6	1	460.85	467.05	459.6569254	433.6	448	3.637986827
7	seg1	0	461.1	474.5	449.0438564	429.2	467.1	8.032966597
7	seg10	1	484.7	595.4	498.180454	457.6	474.4	44.83510615
7	seg3	1	425.7	454.95	435.1580814	412.7	444.25	9.116251932
7	seg2	0	452.5	486.5	471.928834	451.55	475.25	5.602526344
7	seg15	1	569.25	569.25	533.4023891	510.9	528.1	13.71095556
7	seg13	1	508.15	572.6	514.5204809	484.2	572.6	22.51553984
7	seg14	1	531.6	551.8	533.9015789	511.6	528.1	10.35238247
7	seg11	0	488.1	498.5	476.033161	457.6	465.7	13.15120886
7	seg12	1	488.1	498.5	476.033161	457.6	465.7	13.15120886
7	seg17	1	510.7	524.8	490.0642857	463.9	477.8	10.23220295
8	seg16	1	684.8	702.3	687.9917004	676.7	688.45	5.11269965
8	seg9	1	677.35	682.25	675.1518651	653.4	672.7	5.425586278
8	seg8	1	664.3	682.2	672.7816708	653.4	667.45	3.619112044
8	seg5	1	666.65	682	671.7857071	662.2	670.3	3.490268901
8	seg4	0	674.1	694.8	672.9631655	658	679.3	6.3511906
8	seg7	1	664.3	682.2	672.7816708	653.4	667.45	3.619112044
8	seg6	1	672.25	682	671.4004329	662.5	670.7	2.700430781
8	seg1	1	651.65	661.1	650.6642115	643.3	648.2	2.211630115
8	seg10	1	690.15	697	685.2420712	671.35	675.85	5.869609491
8	seg3	1	667.2	672.8	652.9873814	604.6	666.8	14.86708371
8	seg2	1	667.5	699.05	665.8502918	651.2	651.35	11.86639146
8	seg15	1	683.9	693.8	679.8213787	661.05	676.3	5.512175115
8	seg13	0	683.85	692.7	682.0515075	672.3	684.65	3.258701218
8	seg14	1	684.3	685.35	678.3155172	661.05	681.6	4.558831575
8	seg11	1	692.5	702.3	690.4907385	681.1	687.1	3.277917234
8	seg12	0	692.5	702.3	690.4907385	681.1	687.1	3.277917234
8	seg17	1	691.4	701	690.0291506	660	661.3	5.732391198
9	seg16	0	526.55	555.9	534.3057676	523.6	545.05	6.779456621
9	seg9	1	530.5	534.2	510.5385099	483.5	498.65	11.63943089
9	seg4	0	518.05	542.3	505.3543478	446.7	464.1	28.40530992
9	seg7	0	502.8	544.1	516.2922383	497.5	525.95	11.04630519
9	seg6	0	513.8	536.7	515.5757241	436.8	436.8	10.14479106
9	seg1	1	469	482.6	474.0557487	447.1	472.1	5.933048066
