Classifier,precision,recall,f1-score,accuracy
Random Forest,0.6311700504644235,0.5735303796947633,0.5740718059092618,0.5735303796947633
SVM,0.7159405154149574,0.6086572874244107,0.5341065356407969,0.6086572874244107
Gradient Boosting,0.6164298006856421,0.5761950306470854,0.564025694001082,0.5761950306470854
K-Nearest Neighbors,0.6404867377592194,0.5710888971162944,0.570149671685303,0.5710888971162944
AdaBoost,0.5849776852840506,0.5539707515734913,0.5477854548204923,0.5539707515734913
Logistic Regression,0.5873415872571429,0.5867754741042412,0.5156062337533898,0.5867754741042412
Multi-Layer Perceptron,0.6216335489993925,0.6034020321691556,0.5670637457514353,0.6034020321691556
Gaussian Naive Bayes,0.6201579695816827,0.5356164383561643,0.5529604382616193,0.5356164383561643
Decision Tree,0.5711813310747313,0.49959068657698796,0.5189269404643986,0.49959068657698796
Linear Discriminant Analysis,0.485665837343782,0.5893660784071744,0.5176436658181807,0.5893660784071744
Bagging,0.6008602403210384,0.5352462051092188,0.5480032855572577,0.5352462051092188
Extra Trees,0.6193721740603138,0.570714550166605,0.5740493061920897,0.570714550166605
Gaussian Process,0.6285076376270611,0.5925192315603274,0.5715529423683499,0.5925192315603274
Ridge,0.5950679575156571,0.5948465588876548,0.5206642235174636,0.5948465588876548
Linear Support Vector Classifier,0.5891044195771677,0.5839987247521494,0.5143161778563794,0.5839987247521494
Calibrated Classifier,0.798642023575986,0.6523818338886832,0.5269670122442127,0.6523818338886832
Histogram Gradient Boosting,0.5932935692739777,0.559753589205644,0.5607597682542845,0.559753589205644
Dummy Classifier,0.798642023575986,0.6523818338886832,0.5269670122442127,0.6523818338886832
