Classifier,precision,recall,f1-score,accuracy
Random Forest,0.6280343419998593,0.5845273355547327,0.5795565237398377,0.5845273355547327
SVM,0.6645252725408558,0.6443148628080134,0.5867745029486576,0.6443148628080134
Gradient Boosting,0.6206920426226927,0.5598317495577769,0.5612014795588519,0.5598317495577769
K-Nearest Neighbors,0.6346993566196252,0.5602040396560943,0.5634164232091046,0.5602040396560943
AdaBoost,0.5858859450350427,0.532315191904233,0.5368799951911953,0.532315191904233
Logistic Regression,0.5964383194554472,0.5431640544654244,0.5321865933229958,0.5431640544654244
Multi-Layer Perceptron,0.6494618201244411,0.5980038257435517,0.5945922494082758,0.5980038257435517
Gaussian Naive Bayes,0.7379025357659914,0.42440865523057303,0.33695049919844683,0.42440865523057303
Decision Tree,0.5986168246546318,0.5324673989057551,0.5490327037581089,0.5324673989057551
Linear Discriminant Analysis,0.5456946423491538,0.46389197416594674,0.47521676243020483,0.46389197416594674
Bagging,0.5978106520717026,0.5135896170142745,0.5273973739971002,0.5135896170142745
Extra Trees,0.604704392861772,0.5517606647743634,0.5586412183079137,0.5517606647743634
Gaussian Process,0.6077379776016916,0.548946892097577,0.5561520620323761,0.548946892097577
Ridge,0.6130569262432959,0.5462400756921305,0.539190849718876,0.5462400756921305
Linear Support Vector Classifier,0.5758499640333544,0.5158747788884777,0.5247417867623263,0.5158747788884777
Calibrated Classifier,0.7657012886406157,0.6441626558064915,0.5265711412533401,0.6441626558064915
Histogram Gradient Boosting,0.6101383362180275,0.570714550166605,0.5672193961771126,0.570714550166605
Dummy Classifier,0.798642023575986,0.6523818338886832,0.5269670122442127,0.6523818338886832
