Classifier,precision,recall,f1-score,accuracy
Random Forest,0.6246050370776974,0.581749557776955,0.5799695410255348,0.581749557776955
SVM,0.7047577388216657,0.6250586202640998,0.5305339096814911,0.6250586202640998
Gradient Boosting,0.6205650201091785,0.5788946480727303,0.5711569712164454,0.5788946480727303
K-Nearest Neighbors,0.6251079483552646,0.5600929696820107,0.5567256273242158,0.5600929696820107
AdaBoost,0.6448866695149158,0.5683872228392776,0.5683429478551281,0.5683872228392776
Logistic Regression,0.6835286230969462,0.6223939693117775,0.5259448432452019,0.6223939693117775
Multi-Layer Perceptron,0.5908662315004785,0.573077872392941,0.5497859666194301,0.573077872392941
Gaussian Naive Bayes,0.6335672671536394,0.475642766053725,0.46773060093200813,0.475642766053725
Decision Tree,0.6093245102552969,0.527363322226336,0.5432951727335805,0.527363322226336
Linear Discriminant Analysis,0.5697702563173603,0.5894401250565634,0.5027010937532892,0.5894401250565634
Bagging,0.634364991846988,0.5569408449545435,0.5645047992194847,0.5569408449545435
Extra Trees,0.61405476090881,0.5626074704841828,0.5679055044453092,0.5626074704841828
Gaussian Process,0.6036107543629444,0.5677855938129912,0.5563704598712069,0.5677855938129912
Ridge,0.6824766445710901,0.6168764655066026,0.5180089510632941,0.6168764655066026
Linear Support Vector Classifier,0.6725907712129617,0.6032148586943107,0.5074479005825012,0.6032148586943107
Calibrated Classifier,0.757092639701588,0.649642107861286,0.5256047104238956,0.649642107861286
Histogram Gradient Boosting,0.6319458517198558,0.5708287054177464,0.5673318745227935,0.5708287054177464
Dummy Classifier,0.798642023575986,0.6523818338886832,0.5269670122442127,0.6523818338886832
