Classifier,precision,recall,f1-score,accuracy
Random Forest,0.6048241795749366,0.5572020650787775,0.5604080772040205,0.5572020650787775
SVM,0.6919240951485384,0.6086572874244107,0.5219656675651516,0.6086572874244107
Gradient Boosting,0.5938427923549074,0.5624562919083467,0.5543525303816779,0.5624562919083467
K-Nearest Neighbors,0.6159969060926469,0.551870706322761,0.55585168144323,0.551870706322761
AdaBoost,0.6126234066163977,0.5870768028302275,0.5767672686200968,0.5870768028302275
Logistic Regression,0.6775360677672779,0.5867394792052327,0.502933578606679,0.5867394792052327
Multi-Layer Perceptron,0.6579946402539216,0.5983360072401168,0.5715257998383303,0.5983360072401168
Gaussian Naive Bayes,0.6104452391669406,0.5355022831050229,0.5510109449565631,0.5355022831050229
Decision Tree,0.5779565548755414,0.5107357357357357,0.5289236717354774,0.5107357357357357
Linear Discriminant Analysis,0.5916677994921373,0.5866633757044717,0.514488693830468,0.5866633757044717
Bagging,0.5796618328820851,0.5077697560574274,0.522495877783261,0.5077697560574274
Extra Trees,0.5828913619884378,0.5351670163314,0.5405317249126674,0.5351670163314
Gaussian Process,0.6240817306943747,0.5814862808013492,0.5581461136458634,0.5814862808013492
Ridge,0.6898880934691881,0.5921819079353327,0.5115819766747857,0.5921819079353327
Linear Support Vector Classifier,0.6850297800752593,0.5867394792052327,0.5068608648879762,0.5867394792052327
Calibrated Classifier,0.798642023575986,0.6523818338886832,0.5269670122442127,0.6523818338886832
Histogram Gradient Boosting,0.6078474940850558,0.5653091447611995,0.5689942844819864,0.5653091447611995
Dummy Classifier,0.798642023575986,0.6523818338886832,0.5269670122442127,0.6523818338886832
