Classifier,precision,recall,f1-score,accuracy
Random Forest,0.49395621315318516,0.6026338893766462,0.5322276485053337,0.6026338893766462
SVM,0.6197308142428584,0.6176031606672521,0.5121407679225543,0.6176031606672521
Gradient Boosting,0.5274920698512089,0.5580772607550483,0.5306059779078123,0.5580772607550483
K-Nearest Neighbors,0.5308540243070963,0.5550043898156277,0.5338540544352426,0.5550043898156277
AdaBoost,0.5631703598707992,0.5549165935030729,0.5511048218061776,0.5549165935030729
Logistic Regression,0.5747208318845872,0.5906057945566286,0.5306227936517001,0.5906057945566286
Multi-Layer Perceptron,0.5366183161423124,0.5522388059701492,0.5384437500016774,0.5522388059701492
Gaussian Naive Bayes,0.5585366219164346,0.39758560140474103,0.2957626459055484,0.39758560140474103
Decision Tree,0.5412682987612798,0.5134328358208955,0.5207791259422314,0.5134328358208955
Linear Discriminant Analysis,0.5089949721968887,0.5163301141352064,0.48517701777048955,0.5163301141352064
Bagging,0.5586903651779853,0.570017559262511,0.5594523050164981,0.570017559262511
Extra Trees,0.5535148116019628,0.629587357330992,0.552245686972082,0.629587357330992
Gaussian Process,0.5731290458794931,0.5993854258121158,0.5722801266010361,0.5993854258121158
Ridge,0.5766886929603013,0.584811237928007,0.5264372242465394,0.584811237928007
Linear Support Vector Classifier,0.5451316128767495,0.5758999122036874,0.5240658568529999,0.5758999122036874
Calibrated Classifier,0.6636077272340696,0.6441176470588236,0.5303894439337444,0.6441176470588236
Histogram Gradient Boosting,0.4960476615602799,0.5671641791044776,0.5214212542923101,0.5671641791044776
Dummy Classifier,0.7812799607807166,0.6589991220368744,0.5261908198946361,0.6589991220368744
