Classifier,precision,recall,f1-score,accuracy
Random Forest,0.6081707442616823,0.6028538812785388,0.5755483712027791,0.6028538812785388
SVM,0.6980866239225103,0.6001141552511415,0.5292467413462002,0.6001141552511415
Gradient Boosting,0.6365044776328255,0.6165905631659057,0.6006132865883209,0.6165905631659057
K-Nearest Neighbors,0.62080019603964,0.5974505327245053,0.5871318697339267,0.5974505327245053
AdaBoost,0.5893547123558471,0.5752663622526637,0.5701891104018151,0.5752663622526637
Logistic Regression,0.7216621927606572,0.6137366818873669,0.5267259034015302,0.6137366818873669
Multi-Layer Perceptron,0.6358791097683602,0.5947488584474886,0.5580887596614883,0.5947488584474886
Gaussian Naive Bayes,0.6301405276392547,0.5808219178082192,0.5493767642617116,0.5808219178082192
Decision Tree,0.5955426646422212,0.5229832572298325,0.541186156028611,0.5229832572298325
Linear Discriminant Analysis,0.5932345280067015,0.6109589041095891,0.5256318575357612,0.6109589041095891
Bagging,0.6233992413433275,0.5781963470319634,0.5825738529397809,0.5781963470319634
Extra Trees,0.6647824784068967,0.6359208523592085,0.6052415537901308,0.6359208523592085
Gaussian Process,0.6318383485166593,0.6112633181126331,0.5892414217944467,0.6112633181126331
Ridge,0.7216621927606572,0.6137366818873669,0.5267259034015302,0.6137366818873669
Linear Support Vector Classifier,0.7216621927606572,0.6137366818873669,0.5267259034015302,0.6137366818873669
Calibrated Classifier,0.7750481810138377,0.6058980213089802,0.5072562104483047,0.6058980213089802
Histogram Gradient Boosting,0.5889034425187856,0.5643835616438356,0.5530748860833272,0.5643835616438356
Dummy Classifier,0.8001738464006636,0.6524733637747336,0.528430854117541,0.6524733637747336
