,Recording timestamp,Eye movement type,gaze_direction
68,206499507,EyesNotFound,screen
69,206516162,EyesNotFound,screen
70,206532817,EyesNotFound,screen
71,206549471,EyesNotFound,screen
74,206599435,EyesNotFound,screen
118,207332234,EyesNotFound,screen
119,207348888,EyesNotFound,screen
120,207365543,EyesNotFound,screen
121,207382198,EyesNotFound,screen
122,207398852,EyesNotFound,screen
176,208298197,EyesNotFound,screen
177,208314851,EyesNotFound,screen
178,208331506,EyesNotFound,screen
179,208348160,EyesNotFound,screen
180,208364814,EyesNotFound,screen
307,210479938,EyesNotFound,screen
308,210496592,EyesNotFound,screen
309,210513247,EyesNotFound,screen
310,210529902,EyesNotFound,screen
311,210546556,EyesNotFound,screen
312,210563211,EyesNotFound,screen
313,210579866,EyesNotFound,screen
445,212778271,EyesNotFound,screen
446,212794925,EyesNotFound,screen
447,212811580,EyesNotFound,screen
448,212828235,EyesNotFound,screen
449,212844889,EyesNotFound,screen
450,212861543,EyesNotFound,screen
451,212878198,EyesNotFound,screen
685,216775372,EyesNotFound,screen
686,216792026,EyesNotFound,screen
687,216808681,EyesNotFound,screen
688,216825336,EyesNotFound,screen
689,216841990,EyesNotFound,screen
947,221138868,EyesNotFound,screen
948,221155522,EyesNotFound,screen
949,221172177,EyesNotFound,screen
950,221188831,EyesNotFound,screen
951,221205485,EyesNotFound,screen
952,221222140,EyesNotFound,screen
1043,222737709,EyesNotFound,screen
1044,222754363,EyesNotFound,screen
1045,222771017,EyesNotFound,screen
1046,222787672,EyesNotFound,screen
1047,222804326,EyesNotFound,screen
1048,222820981,EyesNotFound,screen
1049,222837636,EyesNotFound,screen
1299,227001283,EyesNotFound,screen
1300,227017937,EyesNotFound,screen
1301,227034592,EyesNotFound,screen
1302,227051247,EyesNotFound,screen
1303,227067901,EyesNotFound,screen
1591,231864422,EyesNotFound,screen
1592,231881076,EyesNotFound,screen
1593,231897731,EyesNotFound,screen
1594,231914385,EyesNotFound,screen
1595,231931040,EyesNotFound,screen
1596,231947695,EyesNotFound,screen
1597,231964350,EyesNotFound,screen
1598,231981004,EyesNotFound,screen
1669,233163480,EyesNotFound,screen
1670,233180135,EyesNotFound,screen
1671,233196789,EyesNotFound,screen
1672,233213444,EyesNotFound,screen
1673,233230099,EyesNotFound,screen
1674,233246753,EyesNotFound,screen
1675,233263408,EyesNotFound,screen
1676,233280063,EyesNotFound,screen
1769,234828940,EyesNotFound,screen
1770,234845594,EyesNotFound,screen
1771,234862249,EyesNotFound,screen
1772,234878903,EyesNotFound,screen
1773,234895558,EyesNotFound,screen
1774,234912212,EyesNotFound,screen
1775,234928867,EyesNotFound,screen
